time_of_sample,route,vehicle,stop_gtfs_sequence
2017-11-10T03:14:13Z,MTABC_Q10,5372,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:14:13Z,MTA NYCT_M15,5901,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:13Z,MTA NYCT_BX1,4712,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:13Z,MTA NYCT_BX36,7748,1
2017-11-10T03:14:14Z,MTA NYCT_B6,7149,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:14Z,MTA NYCT_M5,6648,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:14Z,MTA NYCT_Q59,7243,"2, 3, 4, 5, 6, 7"
2017-11-10T03:14:14Z,MTA NYCT_M15,5947,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:15Z,MTABC_Q60,3684,"1, 2, 3, 4, 5, 6, 7, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:15Z,MTA NYCT_B6,5094,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:14:15Z,MTA NYCT_B6,7156,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:14:15Z,MTA NYCT_M101,5878,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:15Z,MTA NYCT_M116,6682,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:14:15Z,MTA NYCT_Q88,6885,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:15Z,MTA NYCT_X1,2749,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, NA, NA, NA, NA"
2017-11-10T03:14:15Z,MTA NYCT_B1,7191,"1, 2, 3, 4"
2017-11-10T03:14:15Z,MTA NYCT_BX36,7801,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:15Z,MTA NYCT_BX12,4766,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:14:15Z,MTA NYCT_BX12,5715,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:16Z,MTABC_Q25,653,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:16Z,MTA NYCT_M101,6081,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:16Z,MTA NYCT_M15,5905,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:16Z,MTA NYCT_Q55,3968,"1, 2, 3, 4"
2017-11-10T03:14:16Z,MTA NYCT_B13,3961,"1, 2, 3, 4, 5"
2017-11-10T03:14:16Z,MTA NYCT_B63,7658,"1, 2"
2017-11-10T03:14:17Z,MTA NYCT_B13,7252,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13"
2017-11-10T03:14:17Z,MTA NYCT_M15,5889,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:17Z,MTA NYCT_M5,6705,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:18Z,MTA NYCT_M101,5276,"2, 3, 4, 5, 6"
2017-11-10T03:14:18Z,MTA NYCT_M116,6369,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:14:18Z,MTA NYCT_Q46,6433,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:18Z,MTA NYCT_X1,2555,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:18Z,MTA NYCT_X1,2603,"1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:18Z,MTA NYCT_BX36,7698,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2017-11-10T03:14:19Z,MTABC_Q60,3672,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:19Z,MTA NYCT_B6,7174,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:19Z,MTA NYCT_B63,762,"2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:19Z,MTA NYCT_Q46,8055,"1, 2, 3, 4, 5"
2017-11-10T03:14:19Z,MTA NYCT_X1,2607,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:19Z,MTA NYCT_BX36,7817,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:19Z,MTABC_Q100,7472,"1, 2"
2017-11-10T03:14:19Z,MTA NYCT_B6,4888,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:19Z,MTA NYCT_BX1,4747,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:19Z,MTA NYCT_BX1,1209,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:20Z,MTA NYCT_B6,7171,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:20Z,MTA NYCT_M15,5888,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:20Z,MTA NYCT_Q54,6543,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:20Z,MTA NYCT_Q55,6560,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:14:21Z,MTA NYCT_B63,351,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:21Z,MTA NYCT_BX2,5519,"1, 2"
2017-11-10T03:14:21Z,MTA NYCT_M101,6079,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:21Z,MTA NYCT_M116,6650,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:14:21Z,MTA NYCT_M15,5268,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:21Z,MTA NYCT_Q46,6474,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:14:21Z,MTA NYCT_Q58,3974,1
2017-11-10T03:14:21Z,MTA NYCT_B1,4873,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:21Z,MTABC_BXM1,3082,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:14:22Z,MTA NYCT_M101,5624,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2017-11-10T03:14:22Z,MTA NYCT_B1,4871,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:22Z,MTA NYCT_BX36,7701,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:23Z,MTA NYCT_M5,6654,"1, 2, 3"
2017-11-10T03:14:23Z,MTA NYCT_X1,2598,"1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:23Z,MTA NYCT_BX2,5787,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:14:24Z,MTA NYCT_B13,7238,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:24Z,MTA NYCT_Q46,4700,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:14:24Z,MTA NYCT_Q46,8482,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:24Z,MTA NYCT_Q54,7256,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:14:24Z,MTA NYCT_BX12,5668,"1, 2, 3, 4, 5"
2017-11-10T03:14:24Z,MTA NYCT_BX2,5818,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:25Z,MTABC_Q110,3782,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2017-11-10T03:14:25Z,MTA NYCT_M101,5625,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:25Z,MTA NYCT_M55,3932,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:25Z,MTA NYCT_Q58,7273,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2017-11-10T03:14:25Z,MTA NYCT_Q58,7286,"1, 2"
2017-11-10T03:14:25Z,MTA NYCT_X1,2557,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:25Z,MTA NYCT_X1,2674,"1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:25Z,MTA NYCT_X1,2763,1
2017-11-10T03:14:25Z,MTA NYCT_BX12,4784,"1, 2, 3, 4"
2017-11-10T03:14:25Z,MTA NYCT_B36,4898,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:26Z,MTA NYCT_M101,5820,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:26Z,MTA NYCT_Q54,7271,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:14:26Z,MTA NYCT_BX36,7816,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:14:26Z,MTA NYCT_B6,4870,"1, 2, 3, 4"
2017-11-10T03:14:26Z,MTA NYCT_B1,7188,"1, 2, 3"
2017-11-10T03:14:27Z,MTABC_Q10,5377,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:27Z,MTABC_Q60,3751,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:27Z,MTA NYCT_B6,7155,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:27Z,MTA NYCT_Q55,6627,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:14:27Z,MTA NYCT_S46,8225,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:27Z,MTA NYCT_Q58,4043,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:28Z,MTABC_Q25,608,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:28Z,MTABC_Q34,186,1
2017-11-10T03:14:28Z,MTA NYCT_M15,5547,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:28Z,MTA NYCT_Q58,6541,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:28Z,MTA NYCT_B6,7190,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:28Z,MTA NYCT_BX36,7697,"1, 2, 3"
2017-11-10T03:14:28Z,MTA NYCT_B6,7189,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:29Z,MTA NYCT_B1,7147,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21"
2017-11-10T03:14:29Z,MTA NYCT_B6,7182,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:14:29Z,MTA NYCT_M116,3954,"1, 2, 3, 4, 5, 6"
2017-11-10T03:14:29Z,MTA NYCT_X1,2529,"1, 2, 3, 4"
2017-11-10T03:14:29Z,MTA NYCT_BX36,322,"1, 2, 3"
2017-11-10T03:14:30Z,MTA NYCT_B36,7158,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2017-11-10T03:14:30Z,MTA NYCT_M101,6047,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:14:30Z,MTA NYCT_Q88,8041,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:31Z,MTABC_Q10,5388,"1, 2"
2017-11-10T03:14:31Z,MTA NYCT_B6,4990,"1, 2, 3, 4, 5, 6"
2017-11-10T03:14:31Z,MTA NYCT_B6,7160,"1, 2, 3, 4, 5, 6, 7"
2017-11-10T03:14:31Z,MTA NYCT_M5,6415,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:31Z,MTA NYCT_Q46,6482,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:31Z,MTA NYCT_Q58,6497,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:31Z,MTA NYCT_Q88,6488,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:31Z,MTA NYCT_X1,2549,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:31Z,MTA NYCT_B6,7183,2
2017-11-10T03:14:32Z,MTABC_Q10,6114,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:32Z,MTABC_Q110,3531,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:32Z,MTA NYCT_B37,449,"6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, NA, NA"
2017-11-10T03:14:32Z,MTA NYCT_B37,765,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:32Z,MTA NYCT_M101,5907,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:32Z,MTA NYCT_M42,6733,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:32Z,MTA NYCT_Q59,7221,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:14:32Z,MTA NYCT_Q88,8488,"2, 3, 4, 5, 6, 7, 8, 9"
2017-11-10T03:14:32Z,MTA NYCT_X1,2593,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2017-11-10T03:14:32Z,MTA NYCT_BX2,4741,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:33Z,MTABC_Q110,3779,1
2017-11-10T03:14:33Z,MTABC_Q60,4635,"2, 3, 4, 5, 6, 7, 8, 9, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:33Z,MTA NYCT_Q46,6458,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:33Z,MTA NYCT_Q54,4170,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:33Z,MTA NYCT_Q54,7289,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:33Z,MTA NYCT_X1,2693,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:14:33Z,MTA NYCT_M42,3800,"1, 2"
2017-11-10T03:14:33Z,MTA NYCT_BX36,326,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:33Z,MTA NYCT_BX2,4722,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:34Z,MTABC_Q10,5365,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:34Z,MTABC_Q60,3716,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:34Z,MTA NYCT_Q46,8042,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:34Z,MTABC_BXM1,3111,"1, 2"
2017-11-10T03:14:34Z,MTA NYCT_B6,7187,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:35Z,MTABC_Q10,6112,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:35Z,MTABC_Q25,538,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:35Z,MTABC_Q72,3555,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:35Z,MTA NYCT_B6,4899,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:14:35Z,MTA NYCT_B6,7153,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:35Z,MTA NYCT_M42,6740,"1, 2, 3, 4, 5"
2017-11-10T03:14:35Z,MTA NYCT_M55,3922,"1, 2, 3"
2017-11-10T03:14:35Z,MTA NYCT_Q59,4557,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:35Z,MTA NYCT_B63,337,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:36Z,MTA NYCT_X1,2519,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10"
2017-11-10T03:14:37Z,MTABC_Q72,4036,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:37Z,MTA NYCT_B63,770,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:37Z,MTA NYCT_M15,5642,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:37Z,MTA NYCT_M5,3864,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:37Z,MTA NYCT_M5,6716,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:37Z,MTA NYCT_Q58,7258,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:37Z,MTA NYCT_M101,5711,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:37Z,MTA NYCT_BX36,7739,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:37Z,MTA NYCT_BX36,7811,"2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:37Z,MTA NYCT_BX1,1211,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:38Z,MTABC_Q100,3736,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:38Z,MTABC_Q25,520,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:38Z,MTABC_Q25,548,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:38Z,MTA NYCT_B1,7154,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:14:39Z,MTABC_Q34,626,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:39Z,MTA NYCT_B13,7212,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:39Z,MTA NYCT_B6,7148,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:14:39Z,MTA NYCT_BX1,5577,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:14:40Z,MTABC_Q34,609,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:14:40Z,MTA NYCT_B6,5007,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
